Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
Unconquered,1947,1763,1763,1763,Fort Pitt,"[18, 12, 36]",72241,en,"England, 1763. After being convicted of a crime, the young and beautiful Abigail Hale agrees, to escape the gallows, to serve fourteen years as a slave in the colony of Virginia, whose inhabitants begin to hear and fear the sinister song of the threatening drums of war that resound in the wild Ohio valley.",5.305,Unconquered,False,6.0,39.0,"['Drama', 'Adventure', 'History']"
Brotherhood of the Wolf,2001,1764-1767,1764,1767,France,"[12, 27, 28, 36]",6312,fr,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",14.895,Brotherhood of the Wolf,False,6.7,1138.0,"['Adventure', 'Horror', 'Action', 'History']"
Laal Kaptaan,2019,1764-1789,1764,1789,India,"[18, 28]",621003,hi,"In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past.",2.126,Laal Kaptaan,False,7.3,12.0,"['Drama', 'Action']"
A Royal Affair,2012,1766-1783,1766,1783,Denmark,"[18, 36, 10749]",88273,da,"A young queen falls in love with her physician, and they start a revolution that changes their nation forever.",10.062,A Royal Affair,False,7.4,691.0,"['Drama', 'History', 'Romance']"
A Royal Affair,2012,1766-1783,1766,1783,Denmark,[36],343419,de,,0.849,A Royal Affair,False,0.0,0.0,['History']
Louis van Beethoven,2020,1770-1827,1770,1827,Bonn,"[18, 36]",761772,de,"1779. Eight-year-old Ludwig van Beethoven, called ""Louis"", is already known as a musical prodigy. He learns to go his own way - much to the dismay of the people around him. Some years later, he meets Mozart during times of political upheaval. The unconventional genius and French Revolution are sparking a fire in Louis' heart; he doesn't want to serve a master - only the arts. Facing times of family tragedies and unrequited love, he almost gives up. However, Louis makes it to Vienna to study under Haydn in 1792, and the rest is history. Who was this man, whose music has since touched countless hearts and minds? At the end of his life, the master is isolated by loss of loved ones and hearing. Surely though, he was way ahead of his times.",5.975,Louis van Beethoven,False,6.6,37.0,"['Drama', 'History']"
The Duchess,2008,1774-1806,1774,1806,Devonshire,"[18, 36, 10749]",12783,en,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",13.8,The Duchess,False,7.0,1397.0,"['Drama', 'History', 'Romance']"
Marie Antoinette,2006,1774-1792,1774,1792,France,"[18, 36]",1887,en,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",19.079,Marie Antoinette,False,6.6,2180.0,"['Drama', 'History']"
Marie Antoinette,1938,1774-1792,1774,1792,France,"[18, 36, 10749]",43847,en,"The young Austrian princess Marie Antoinette is arranged to marry Louis XVI, future king of France, in a politically advantageous marriage for the rival countries. The opulent Marie indulges in various whims and flirtations. When Louis XV passes and Louis XVI ascends the French throne, his queen's extravagant lifestyle earns the hatred of the French people, who despise her Austrian heritage.",3.422,Marie Antoinette,False,6.3,22.0,"['Drama', 'History', 'Romance']"
Revolution,1985,1776-1777,1776,1777,New York,"[12, 18, 36, 10752]",12701,en,"New York trapper Tom Dobb becomes an unwilling participant in the American Revolution after his son Ned is drafted into the Army by the villainous Sergeant Major Peasy. Tom attempts to find his son, and eventually becomes convinced that he must take a stand and fight for the freedom of the Colonies, alongside the aristocratic rebel Daisy McConnahay. As Tom undergoes his change of heart, the events of the war unfold in large-scale grandeur.",10.878,Revolution,False,5.3,77.0,"['Adventure', 'Drama', 'History', 'War']"
1776,1972,1776,1776,1776,northeastern united states,"[18, 36, 10402]",14902,en,"The film focuses on the representatives of the Thirteen original colonies who participated in the Second Continental Congress. 1776 depicts the three months of deliberation (and, oftentimes, acrimonious debate) that led up to the signing of one of the most important documents in the History of the United States, the Declaration of Independence.",7.843,1776,False,6.9,53.0,"['Drama', 'History', 'Music']"
Drums Along the Mohawk,1939,1776,1776,1776,New York,"[18, 36, 10752]",73194,en,"Albany, New York, 1776. After marrying, Gil and Lana travel north to settle on a small farm in the Mohawk River Valley, but soon their growing prosperity and happiness are threatened by the sinister sound of drums that announce dark times of revolution and war.",7.21,Drums Along the Mohawk,False,6.5,77.0,"['Drama', 'History', 'War']"
Benedict Arnold: A Question of Honor,2003,1776-1782,1776,1782,northeastern united states,[],170740,en,"On the glorious battlefields of the American Revolution, two great generals distinguished themselves; George Washington and Benedict Arnold. Washington is remembered as America's founding father, Arnold as America's most notorious traitor. Benedict Arnold rose from humble origins to become the most respected and feared of America's generals. He won brilliant military victories against the English colonists and was Washington's favorite soldier. But two conflicting forces battled inside Arnold's heart; a deep concern for his country and his passionate love for an enchanting and manipulative English woman, Peggy Shippen. Blinded by desire, Arnold defected to the English army, orchestrating an attempt to assassinate his own mentor, George Washington.",1.344,Benedict Arnold: A Question of Honor,False,6.0,1.0,[]
The Crossing,2000,1776,1776,1776,Trenton,[18],374401,ja,"14-year-old Takuya lives in a rural town near mountains and rivers. His 29-year-old uncle Koji works as a graphic designer in urban Tokyo. Koji's father dies and Takuya is arrested for attempted robbery-the two young men must now face a crucial crossing in their lives.  The concluding chapter to director Higashi Yoichi's ""boy and river"" trilogy, the film highlights contemporary themes like family, adolescence, and the healing properties of nature. The wild but beautiful Kuma River stars as a threatening symbol for the boy's rite of passage. Supernatural beings reign in the mountains above the village.",0.657,The Crossing,False,6.0,1.0,['Drama']
The Patriot,2000,1776-1781,1776,1781,northeastern united states,"[18, 36, 10752, 28]",2024,en,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",28.904,The Patriot,False,7.1,3052.0,"['Drama', 'History', 'War', 'Action']"
The Crossing,2000,1776,1776,1776,Trenton,"[10770, 18, 36, 10752]",40878,en,A made-for-TV dramatization of George Washington's perilous gamble of crossing the Delaware River and attacking the British forces at Trenton.,5.65,The Crossing,False,6.7,18.0,"['TV Movie', 'Drama', 'History', 'War']"
The Affair of the Necklace,2001,1780,1780,1780,France,"[18, 36, 10749]",19076,en,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",7.997,The Affair of the Necklace,False,5.6,66.0,"['Drama', 'History', 'Romance']"
Ridicule,1996,1783-1794,1783,1794,France,"[35, 18, 10749]",12709,fr,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",8.022,Ridicule,False,6.8,144.0,"['Comedy', 'Drama', 'Romance']"
Jefferson in Paris,1995,1784-1788,1784,1788,Paris,"[18, 10749, 36]",87729,en,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",4.447,Jefferson in Paris,False,5.1,32.0,"['Drama', 'Romance', 'History']"
Botany Bay,1953,1787,1787,1787,Venezuela,"[28, 12, 10749]",168330,en,"Based on the story of Australia's colonization, this atmospheric drama stars Alan Ladd as Hugh Tallant, an American medical student falsely convicted of robbery and sent on a torturous voyage with other prisoners to the penal colony at Botany Bay. Because of his attempt to escape, evil Captain Gilbert decides to return him to England on charges of mutiny.",3.269,Botany Bay,False,6.2,11.0,"['Action', 'Adventure', 'Romance']"
George Washington II: The Forging of a Nation,1986,1788-1797,1788,1797,"Washington, DC",[],357928,en,The first U.S. president (Barry Bostwick) and his wife (Patty Duke) endure two terms of turmoil from 1789 to 1797.,0.6,George Washington II: The Forging of a Nation,False,0.0,0.0,[]
The Madness of King George,1994,1788,1788,1788,UK,"[35, 18, 36]",11318,en,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",7.198,The Madness of King George,False,6.8,174.0,"['Comedy', 'Drama', 'History']"
"Farewell, My Queen",2012,1789,1789,1789,France,"[18, 36]",99579,fr,A look at the relationship between Marie Antoinette and one of her readers during the final days of the French Revolution.,9.463,"Farewell, My Queen",False,5.8,245.0,"['Drama', 'History']"
Mutiny on the Bounty,1935,1789,1789,1789,Tahiti,"[12, 18, 36]",12311,en,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.",10.756,Mutiny on the Bounty,False,7.4,221.0,"['Adventure', 'Drama', 'History']"
The Bounty,1984,1789,1789,1789,Tahiti,"[28, 18, 36]",2669,en,"The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.",12.178,The Bounty,False,6.7,377.0,"['Action', 'Drama', 'History']"
Mutiny on the Bounty,1962,1789,1789,1789,Tahiti,"[12, 18, 36]",11085,en,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",9.893,Mutiny on the Bounty,False,7.0,212.0,"['Adventure', 'Drama', 'History']"
The Scarlet Pimpernel,1982,1792,1792,1792,France,"[28, 18, 10749, 10770]",23615,en,"During the French Revolution, a mysterious English nobleman known only as The Scarlet Pimpernel (a humble wayside flower), snatches French aristos from the jaws of the guillotine, while posing as the foppish Sir Percy Blakeney in society. Percy falls for and marries the beautiful actress Marguerite St. Just, but she is involved with Chauvelin and Robespierre, and Percy's marriage to her may endanger the Pimpernel's plans to save the little Dauphin",4.115,The Scarlet Pimpernel,False,6.9,30.0,"['Action', 'Drama', 'Romance', 'TV Movie']"
The Scarlet Pimpernel,1934,1792,1792,1792,France,"[18, 12]",22614,en,"18th century English aristocrat Sir Percy Blakeney leads a double life. He appears to be merely the effete aristocrat, but in reality is part of an underground effort to free French nobles from Robespierre's Reign of Terror.",5.035,The Scarlet Pimpernel,False,7.2,41.0,"['Drama', 'Adventure']"
Charlotte Corday,2008,1793,1793,1793,France,"[18, 36]",537037,en,"Set in July 1793 during the outbreak of the French Revolution and the unleashing of the Reign of Terror, a young girl from Caen named Charlotte Corday plots to assassinate Jacobin newspaper editor Jean-Paul Marat.",1.085,Charlotte Corday,False,0.0,0.0,"['Drama', 'History']"
Danton,1983,1794,1794,1794,France,"[18, 36]",4202,fr,"Danton and Robespierre were close friends and fought together in the French Revolution, but by 1793 Robespierre was France's ruler, determined to wipe out opposition with a series of mass executions that became known as the Reign of Terror. Danton, well known as a spokesman of the people, had been living in relative solitude in the French countryside, but he returned to Paris to challenge Robespierre's violent rule and call for the people to demand their rights. Robespierre, however, could not accept such a challenge, even from a friend and colleague, and he blocked out a plan for the capture and execution of Danton and his allies.",8.372,Danton,False,6.8,119.0,"['Drama', 'History']"
Thugs of Hindostan,2018,1795-1800,1795,1800,India,"[12, 28]",472138,hi,"After the British company’s officer Clive takes over the kingdom of Mirza, Princess Zafira and Khudabaksh aka Azaad form a band of rebel pirates who swear to defeat the English officer and win their freedom back. The British Company in return, hire the wily thug Firangi track Azaad’s gang and thwart his plans.",8.052,Thugs of Hindostan,False,5.6,73.0,"['Adventure', 'Action']"
Beau Brummell,1954,1795,1795,1795,England,"[18, 36, 10749]",43331,en,"Lavishly told story of George Bryan Brummel, a commoner born in the era of Napoleon who uses wit, brilliance and sartorial flair to align himself with the future King George IV. Lush settings in authentic locations and Taylor in Regency …",3.906,Beau Brummell,False,6.5,25.0,"['Drama', 'History', 'Romance']"
Kerala Varma Pazhassi Raja,2009,1796-1797,1796,1797,India,"[36, 10752]",78642,ml,"Set in the backdrop of the seventeenth century, the royal family of Kottayam is ruled by Pazhassi. The British government begins to impose heavy taxes on the locals in the Thalassery region of Kerala.",3.009,Kerala Varma Pazhassi Raja,False,6.6,12.0,"['History', 'War']"
Northanger Abbey,1986,late 1800  (1798),1798,1798,England,"[18, 10749]",59172,en,"A tale of intrigue, adventure and romance, this enchanting, remastered dramatization captures the romance of Jane Austin's classic novel ""Northanger Abbey"".",2.518,Northanger Abbey,False,5.7,5.0,"['Drama', 'Romance']"
The Remains of Nothing,2004,1799,1799,1799,Italy,"[18, 36]",56943,it,"Set in the 1790s, this historical drama follows the travails of an idealistic noblewoman who helps lead a daring revolution in Italy.",1.201,The Remains of Nothing,False,6.4,12.0,"['Drama', 'History']"
Sleepy Hollow,1999,1799,1799,1799,New York,"[18, 14, 53, 9648, 27]",2668,en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,33.514,Sleepy Hollow,False,7.1,5360.0,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']"
Napoleon,1927,1799-1815,1799,1815,France,"[18, 36, 10752]",42536,fr,"A massive 5½ hour biopic of Napoleon, tracing his career from his schooldays (where a snowball fight is staged like a military campaign), his flight from Corsica, through the French Revolution (where a real storm is intercut with a political storm) and the Terror, culminating in his triumphant invasion of Italy in 1797 (the film stops there because it was intended to be part one of six, but director Abel Gance never raised the money to make the other five). The film's legendary reputation is due to the astonishing range of techniques that Gance uses to tell his story, culminating in the final twenty-minute triptych sequence, which alternates widescreen panoramas with complex multiple- image montages projected simultaneously on three screens.",7.048,Napoleon,False,7.7,112.0,"['Drama', 'History', 'War']"
Utamaro and His Five Women,1946,1800,1800,1800,Japan,[18],101382,ja,"Utamaro, a great artist, lives to create portraits of beautiful women, and the brothels of Tokyo provide his models. A world of passion swirls around him, as the women in his life vie for lovers. And, occasionally, his art gets him into trouble.",1.771,Utamaro and His Five Women,False,7.2,23.0,['Drama']
The Sword with No Name,2009,1800,1800,1800,Korea,"[28, 18, 10749]",41441,ko,A Joseon dynasty bounty hunter becomes the body guard of the queen he secretly loves.,5.35,The Sword with No Name,False,5.9,36.0,"['Action', 'Drama', 'Romance']"
Vanity Fair,2004,1803-1814,1803,1814,Russia,"[18, 10749]",11632,pt,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",9.964,Vanity Fair,False,5.7,281.0,"['Drama', 'Romance']"
War and Peace,1956,1803-1815,1803,1815,Russia,"[18, 10752, 10749, 36]",11706,en,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,13.806,War and Peace,False,6.6,173.0,"['Drama', 'War', 'Romance', 'History']"
Master and Commander: The Far Side of the World,2003,1803-1805,1803,1805,France,"[12, 18, 10752]",8619,en,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",18.079,Master and Commander: The Far Side of the World,False,7.1,2393.0,"['Adventure', 'Drama', 'War']"
The Duellists,1977,1804-1814,1804,1814,France,"[18, 10752]",19067,en,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",11.579,The Duellists,False,7.3,366.0,"['Drama', 'War']"
Eroica,2003,1804,1804,1804,Germany,"[18, 10402, 10770]",37011,en,"British filmmaker Simon Cellan Jones directs the BBC drama Eroica, starring Ian Hart as Ludwig van Beethoven. Shot on digital video, this TV film depicts the first performance of Beethoven's Third Symphony, June 9th, 1804, in Vienna, Austria. Prince Lobkowitz (Jack Davenport) has invited friends to listen to Beethoven conduct his new symphony for the first time. Among the aristocratic attendees are Count Dietrichstein (Tim Pigott-Smith), Countess Brunsvik (Claire Skinner), and composer Josef Haydn (Frank Finlay). The actual musical score is performed by the Orchestre Revolutionaire et Romantique, under the direction of John Eliot Gardiner.",2.215,Eroica,False,6.0,3.0,"['Drama', 'Music', 'TV Movie']"
Tripoli,1950,1805,1805,1805,Libya,"[12, 28]",203272,en,"In 1805, the United States battles the pirates of Tripoli as the Marines fight to raise the American flag.",1.174,Tripoli,False,5.6,8.0,"['Adventure', 'Action']"
Conquest,1937,1806-1816,1806,1816,France,"[18, 36, 10749]",30630,en,"A polish countess dispatched by her country to become Napoleon Bonaparte's mistress at the urging of Polish leaders, who feel she might influence him to make Poland independent.",6.906,Conquest,False,6.7,13.0,"['Drama', 'History', 'Romance']"
Sye Raa Narasimha Reddy,2019,1806-1847,1806,1847,India,"[18, 36, 10752]",496495,te,"Gwalior Fort, during the Indian Rebellion of 1857. In a moment of despair, Lakshmibai, Rani of Jhansi, encourages her men by telling them the heroic story of Uyyalawada Narasimha Reddy, a brave Telugu chieftain who took up arms in 1846 to protest against the numerous arbitrariness and crimes perpetrated by the leaders and military forces of the East India Company.",5.789,Sye Raa Narasimha Reddy,False,6.5,22.0,"['Drama', 'History', 'War']"
Captain Horatio Hornblower R.N.,1951,1807,1807,1807,France,"[10752, 28, 12, 18]",23928,en,"A naval adventure, based on the novels by C.S. Forester, about the heroic, 19th-century British seafarer. The story sails with his ship, the Lydia, through battles with Spain and then France won with wit rather than might.",6.803,Captain Horatio Hornblower R.N.,False,6.9,79.0,"['War', 'Action', 'Adventure', 'Drama']"
The Pride and the Passion,1957,1807-1814,1807,1814,Spain,"[12, 28, 18, 36]",23102,en,"During the Napoleonic Wars, when the French have occupied Spain, some Spanish guerrilla soldiers are going to move a big cannon across Spain in order to help the British defeat the French. A British officer is there to accompany the Spanish and along the way, he falls in love with the leader's girl.",4.59,The Pride and the Passion,False,5.9,29.0,"['Adventure', 'Action', 'Drama', 'History']"
Lady Caroline Lamb,1972,1810-1828,1810,1828,UK,"[18, 36, 10749]",253078,en,"Lady Caroline Lamb, dissatisfied in her marriage, has an affair with the dashing Romantic poet Lord Byron.",2.753,Lady Caroline Lamb,False,5.8,11.0,"['Drama', 'History', 'Romance']"
Sense and Sensibility,1995,early 1900 ,1811,1811,UK,"[18, 10749]",4584,en,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",17.965,Sense and Sensibility,False,7.5,1290.0,"['Drama', 'Romance']"
Sense and Sensibility,1971,early 1900 ,1811,1811,UK,[],243987,en,Adaptation of the Jane Austen novel.,0.917,Sense and Sensibility,False,6.0,2.0,[]
Pride and Prejudice,1940,early 1900 ,1813,1813,UK,"[18, 10749]",43818,en,"Mr. and Mrs. Bennet have five unmarried daughters, and Mrs. Bennet is especially eager to find suitable husbands for them. When the rich single gentlemen Mr. Bingley and Mr. Darcy come to live nearby, the Bennets have high hopes. But pride, prejudice and misunderstandings all combine to complicate their relationships and to make happiness difficult.",7.133,Pride and Prejudice,False,7.0,106.0,"['Drama', 'Romance']"
Mansfield Park,2007,early 1900 ,1814,1814,UK,[18],16236,en,"In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",9.781,Mansfield Park,False,6.0,85.0,['Drama']
Mansfield Park,1999,early 1900 ,1814,1814,UK,"[10749, 18]",10399,en,"When spirited young woman, Fanny Price is sent away to live on the great country estate of her rich cousins, she's meant to learn the ways of proper society. But while Fanny learns 'their' ways, she also enlightens them with a wit and sparkle all her own.",9.819,Mansfield Park,False,6.7,250.0,"['Romance', 'Drama']"
Napoleon and Me,2006,1814,1814,1814,Elba,"[35, 10752, 36]",24180,it,"Elba island, 1814. Martino is a young teacher, idealist and strongly anti Napoleon, in love with the beautiful and noble Baroness Emily. The young man finds himself serving as librarian to the Great Emperor in exile, whom he deeply hates, yet soon begins recording Napoleon's memoirs, getting to know and learning to value the man behind the myth. Among seductions and affairs, expectations and fears, he will craft a precise portrait that nevertheless will not manage to hide a final, inevitable, disappointment.",6.258,Napoleon and Me,False,6.1,90.0,"['Comedy', 'War', 'History']"
Emma,1996,early 1900 ,1815,1815,UK,"[10749, 35, 18]",3573,en,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",13.098,Emma,False,6.7,478.0,"['Romance', 'Comedy', 'Drama']"
Emma,1996,early 1900 ,1815,1815,UK,"[10749, 35, 18]",3573,en,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",13.098,Emma,False,6.7,478.0,"['Romance', 'Comedy', 'Drama']"
Emma,1996,early 1900 ,1815,1815,UK,"[10749, 35, 18]",3573,en,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",13.098,Emma,False,6.7,478.0,"['Romance', 'Comedy', 'Drama']"
Emma,1996,early 1900 ,1815,1815,UK,"[35, 18, 10749]",12254,en,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",9.962,Emma,False,6.6,93.0,"['Comedy', 'Drama', 'Romance']"
Emma,1996,early 1900 ,1815,1815,UK,"[35, 18, 10749]",12254,en,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",9.962,Emma,False,6.6,93.0,"['Comedy', 'Drama', 'Romance']"
Emma,1996,early 1900 ,1815,1815,UK,"[10749, 35, 18]",3573,en,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",13.098,Emma,False,6.7,478.0,"['Romance', 'Comedy', 'Drama']"
Emma,1996,early 1900 ,1815,1815,UK,"[35, 18, 10749]",12254,en,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",9.962,Emma,False,6.6,93.0,"['Comedy', 'Drama', 'Romance']"
Emma,1996,early 1900 ,1815,1815,UK,"[35, 18, 10749]",12254,en,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",9.962,Emma,False,6.6,93.0,"['Comedy', 'Drama', 'Romance']"
Les Miserables,1995,1815-1832,1815,1832,France,[18],48750,fr,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",4.622,Les Miserables,False,7.0,49.0,['Drama']
The Count of Monte Cristo,1934,1815-1838,1815,1838,France,"[18, 12]",43691,en,"After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to revenge himself on them.",6.456,The Count of Monte Cristo,False,6.7,32.0,"['Drama', 'Adventure']"
Emma,2020,early 1900 ,1815,1815,UK,[],878938,it,,0.925,Emma,False,0.0,0.0,[]
The Count of Monte Cristo,2002,1815-1831,1815,1831,France,[12],11362,en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",24.714,The Count of Monte Cristo,False,7.6,1357.0,['Adventure']
Persuasion,2007,early 1900 ,1817,1817,UK,"[10749, 18, 10770]",13949,en,Persuasion is the newest adaptation of the classic Jane Austen novel of the same name published in 1818. Anne falls deeply in love with handsome young naval officer Frederick Wentworth at the age of nineteen.,12.073,Persuasion,False,7.3,215.0,"['Romance', 'Drama', 'TV Movie']"
Persuasion,1995,early 1900 ,1817,1817,UK,"[18, 10749]",17015,en,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",7.074,Persuasion,False,7.2,97.0,"['Drama', 'Romance']"
Northanger Abbey,2007,early 1900 ,1817,1817,UK,"[10749, 18, 10770]",18093,en,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,10.428,Northanger Abbey,False,6.8,246.0,"['Romance', 'Drama', 'TV Movie']"
Northanger Abbey,2007,early 1900 ,1817,1817,UK,"[10749, 18, 10770]",18093,en,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,10.428,Northanger Abbey,False,6.8,246.0,"['Romance', 'Drama', 'TV Movie']"
Bright Star,2009,1818-1821,1818,1821,England,"[18, 10749]",29963,en,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",8.094,Bright Star,False,6.6,343.0,"['Drama', 'Romance']"
Peterloo,2018,1819,1819,1819,England,"[36, 18]",399440,en,"An epic portrayal of the events surrounding the infamous 1819 Peterloo Massacre, where a peaceful pro-democracy rally at St Peter’s Field in Manchester turned into one of the bloodiest and most notorious episodes in British history. The massacre saw British government forces charge into a crowd of over 60,000 that had gathered to demand political reforms and protest against rising levels of poverty.",10.514,Peterloo,False,7.0,97.0,"['History', 'Drama']"
In the Heart of the Sea,2015,1820-1850,1820,1850,Essex,"[53, 18, 12, 28, 36]",205775,en,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",26.154,In the Heart of the Sea,False,6.7,3338.0,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
Bouboulina,1959,1821-1829,1821,1829,Greece,"[12, 18, 36, 10752]",536581,el,"The life and action of Laskarina Bouboulina. Captain Lascarina decides to organize the revolution in Spetses and to participate herself, despite her double widowhood. In the struggle for the liberation of Greece, she gives all her property and fighting along with her lads.",1.292,Bouboulina,False,8.0,1.0,"['Adventure', 'Drama', 'History', 'War']"
